,target,text
3010,ham,"Hm good morning, headache anyone? :-)"
436,ham,"Ask g or iouri, I've told the story like ten times already"
2513,spam,U have won a nokia 6230 plus a free digital camera. This is what u get when u win our FREE auction. To take part send NOKIA to 83383 now. POBOX114/14TCR/W1 16
1588,ham,At 4. Let's go to bill millers
4367,ham,1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible
1590,ham,"Somewhr someone is surely made 4 u. And God has decided a perfect time to make u meet dat person. . . . till den, . . . . . Enjoy ur crushes..!!!;-)"
2829,ham,Howz that persons story
973,ham,what is your account number?
1238,ham,"Dear relieved of westonzoyland, all going to plan this end too!"
2154,ham,Oh god i am happy to see your message after 3 days
3129,ham,Ok. But i finish at 6.
4917,ham,Sitting in mu waiting for everyone to get out of my suite so I can take a shower
1497,ham,I'm putting it on now. It should be ready for  &lt;TIME&gt; 
449,ham,10 min later k...
4513,ham,"Sure, whenever you show the fuck up &gt;:("
5009,ham,"By the way, 'rencontre' is to meet again. Mountains dont...."
2607,ham,:-) yeah! Lol. Luckily i didn't have a starring role like you!
1551,ham,In e msg jus now. U said thanks for gift.
4948,ham,I am in bus on the way to calicut
1146,ham,Babe ? I lost you ... :-(
3258,spam,"Congratulations! Thanks to a good friend U have WON the å£2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate"
2092,ham,"Oh, my love, it's soooo good to hear from you. Omg I missed you so much today. I'm sorry your having problems with the provider but thank you for tming me"
1313,ham,How abt making some of the pics bigger?
2015,ham,Just re read it and I have no shame but tell me how he takes it and if he runs I will blame u 4 ever!! Not really 4 ever just a long time 
2845,ham,Wat time u finish ur lect today?
2373,spam,XMAS Prize draws! We are trying to contact U. Todays draw shows that you have won a å£2000 prize GUARANTEED. Call 09058094565 from land line. Valid 12hrs only
2617,ham,I cant pick the phone right now. Pls send a message
3732,ham,Old Orchard near univ. How about you?
2827,ham,Wife.how she knew the time of murder exactly
413,ham,Bring home some Wendy =D
941,ham,Theyre doing it to lots of places. Only hospitals and medical places are safe.
801,ham,Appt is at &lt;TIME&gt; am. Not my fault u don't listen. I told u twice
4411,ham,If i said anything wrong sorry de:-)
256,ham,Mmm so yummy babe ... Nice jolt to the suzy
5464,ham,I will treasure every moment we spend together...
647,spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203694 Identifier Code: 40533 Expires 31/10/04
1767,ham,"K, want us to come by now?"
4773,ham,U repeat e instructions again. Wat's e road name of ur house?
4130,ham,\Its Ur luck to Love someone. Its Ur fortune to Love the one who Loves U. But
2596,ham,No i'm not gonna be able to. || too late notice. || i'll be home in a few weeks anyway. || what are the plans
2288,ham,Dont you have message offer
24,ham,Ffffffffff. Alright no way I can meet up with you sooner?
1088,spam,You are awarded a SiPix Digital Camera! call 09061221061 from landline. Delivery within 28days. T Cs Box177. M221BP. 2yr warranty. 150ppm. 16 . p på£3.99
4807,ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.
2291,ham,Remind me how to get there and I shall do so
112,ham,I'm ok wif it cos i like 2 try new things. But i scared u dun like mah. Cos u said not too loud.
2407,ham,"Solve d Case : A Man Was Found Murdered On  &lt;DECIMAL&gt; . &lt;#&gt;  AfterNoon. 1,His wife called Police. 2,Police questioned everyone. 3,Wife: Sir,I was sleeping, when the murder took place. 4.Cook: I was cooking. 5.Gardener: I was picking vegetables. 6.House-Maid: I went 2 d post office. 7.Children: We went 2 play. 8.Neighbour: We went 2 a marriage. Police arrested d murderer Immediately. Who's It? Reply With Reason, If U r Brilliant."
56,spam,"Congrats! 1 year special cinema pass for 2 is yours. call 09061209465 now! C Suprman V, Matrix3, StarWars3, etc all 4 FREE! bx420-ip4-5we. 150pm. Dont miss out! "
1309,ham,"Ok, be careful ! Don't text and drive !"
695,ham,Good. Good job. I like entrepreneurs
1227,ham,So Ì_'ll be submitting da project tmr rite?
3705,ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-)
276,ham,Tell rob to mack his gf in the theater
2316,ham,That's cause your old. I live to be high.
1833,ham,When should I come over?
682,ham,Is xy going 4 e lunch?
4589,ham,Tomorrow i am not going to theatre. . . So i can come wherever u call me. . . Tell me where and when to come tomorrow
3980,ham,Huh i cant thk of more oredi how many pages do we have?
1137,ham,LOL ... No just was busy
3685,ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?"
2620,ham,How come?
2986,ham,"I'm there and I can see you, but you can't see me ? Maybe you should reboot ym ? I seen the buzz"
1346,ham,Is it ok if I stay the night here? Xavier has a sleeping bag and I'm getting tired
2222,ham,Great. I was getting worried about you. Just know that a wonderful and caring person like you will have only the best in life. Know that u r wonderful and God's love is yours.
5260,ham,If anyone calls for a treadmill say you'll buy it. Make sure its working. I found an ad on Craigslist selling for $ &lt;#&gt; .
2437,spam,"For ur chance to win å£250 cash every wk TXT: PLAY to 83370. T's&C's www.music-trivia.net custcare 08715705022, 1x150p/wk."
3426,ham,Haha okay... Today weekend leh... 
3787,spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply"
3243,ham,Squeeeeeze!! This is christmas hug.. If u lik my frndshp den hug me back.. If u get 3 u r cute:) 6 u r luvd:* 9 u r so lucky;) None? People hate u:
4034,spam,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.
2833,ham,U sick still can go shopping?
3169,ham,"Mah b, I'll pick it up tomorrow"
2464,ham,They will pick up and drop in car.so no problem..
5268,ham,\ER
4582,spam,"For ur chance to win a å£250 wkly shopping spree TXT: SHOP to 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/wk"
81,ham,K. Did you call me just now ah? 
1972,ham,Yes but can we meet in town cos will go to gep and then home. You could text at bus stop. And don't worry we'll have finished by march Û_ ish!
1714,ham,Yeah I don't see why not
5110,spam,You have 1 new message. Please call 08715205273
4348,ham,ÌÏ bot notes oredi... Cos i juz rem i got...
1946,ham,Hey we can go jazz power yoga hip hop kb and yogasana 
4838,ham,That's one of the issues but california is okay. No snow so its manageable
3764,spam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p "
1610,ham,I'll probably be around mu a lot
2820,ham,Oh god..taken the teeth?is it paining
2516,ham,Yes.i'm in office da:)
4693,ham,Pls give her the food preferably pap very slowly with loads of sugar. You can take up to an hour to give it. And then some water. Very very slowly.
5443,spam,You have won a guaranteed 32000 award or maybe even å£1000 cash to claim ur award call free on 0800 ..... (18+). Its a legitimat efreefone number wat do u think???
4302,ham,Yup i'm free...
665,ham,En chikku nange bakra msg kalstiya..then had tea/coffee?
2194,ham,Hi my email address has changed now it is 
3252,ham,K:)k..its good:)when are you going?
4746,ham,"When you just put in the + sign, choose my number and the pin will show. Right?"
1017,ham,Shall i send that exe to your mail id.
557,ham,I know that my friend already told that.
3305,ham,HI DARLIN I FINISH AT 3 DO U 1 2 PICK ME UP OR MEET ME? TEXT BACK ON THIS NUMBER LUV KATE XXX
2962,ham,You dont know you jabo me abi.
1207,ham,I need you to be in my strong arms...
3143,ham,"Haha I heard that, text me when you're around"
2633,ham,"That's what I love to hear :V see you sundayish, then"
1510,ham,"Pete,is this your phone still? Its Jenny from college and Leanne.what are you up to now?:)"
4377,ham,"Doing nothing, then u not having dinner w us?"
5041,spam,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.
266,ham,"Not sure yet, still trying to get a hold of him"
2339,ham,Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.
2921,ham,I've not sent it. He can send me.
2111,ham,Yar he quite clever but aft many guesses lor. He got ask me 2 bring but i thk darren not so willing 2 go. Aiya they thk leona still not attach wat.
3404,ham,"Jus chillaxin, what up"
1909,ham,Then u going ikea str aft dat?
2700,ham,"Feb  &lt;#&gt;  is \I LOVE U\"" day. Send dis to all ur \""VALUED FRNDS\"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr"""
3408,ham,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! "
3809,ham,"Aight, can you text me the address?"
3478,ham,Be sure to check your yahoo email. We sent photos yesterday
4786,ham,ÌÏ thk of wat to eat tonight.
1784,ham,"Dont search love, let love find U. Thats why its called falling in love, bcoz U dont force yourself, U just fall and U know there is smeone to hold U... BSLVYL"
1237,ham,Is ur paper in e morn or aft tmr?
4645,spam,We tried to contact you re your reply to our offer of a Video Phone 750 anytime any network mins Half Price Line Rental Camcorder Reply or call 08000930705
5496,ham,Yes... I trust u to buy new stuff ASAP so I can try it out
2186,ham,So is there anything specific I should be doing with regards to jaklin or what because idk what the fuck
4595,ham,"Carlos is down but I have to pick it up from him, so I'll swing by usf in a little bit"
908,ham,WHITE FUDGE OREOS ARE IN STORES
1303,ham,I cant pick the phone right now. Pls send a message
4214,ham,No dear i was sleeping :-P
1627,spam,"You have been selected to stay in 1 of 250 top British hotels - FOR NOTHING! Holiday Worth å£350! To Claim, Call London 02072069400. Bx 526, SW73SS"
1522,ham,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.
835,ham,Good Morning my Dear........... Have a great &amp; successful day.
358,ham,"I'm an actor. When i work, i work in the evening and sleep late. Since i'm unemployed at the moment, i ALWAYS sleep late. When you're unemployed, every day is saturday."
138,spam,You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again
299,ham,Need a coffee run tomo?Can't believe it's that time of week already
1556,ham,Good sleep is about rhythm. The person has to establish a rhythm that the body will learn and use. If you want to know more :-)
1003,ham,&lt;#&gt;  am I think? Should say on syllabus
382,ham,Hey leave it. not a big deal:-) take care.
4826,ham,Yup but it's not giving me problems now so mayb i'll jus leave it...
761,ham,"We are at grandmas. Oh dear, u still ill? I felt Shit this morning but i think i am just hungover! Another night then. We leave on sat."
3145,ham,\SHIT BABE.. THASA BIT MESSED UP.YEH
5477,ham,What Today-sunday..sunday is holiday..so no work..
3413,ham,No pic. Please re-send.
4509,ham,This weekend is fine (an excuse not to do too much decorating)
1402,ham,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.
4622,ham,"U need my presnts always bcz U cant mis love. \jeevithathile irulinae neekunna prakasamanu sneham\"" prakasam ennal prabha 'That mns prabha is'LOVE' Got it. Dont mis me...."""
4790,ham,Send me your resume:-)
1932,ham,Jus finished avatar nigro
2522,ham,Dunno lei... I might b eatin wif my frens... If Ì_ wan to eat then i wait 4 Ì_ lar
4445,ham,Merry christmas to u too annie!
4768,ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..
2459,ham,Nope. Meanwhile she talk say make i greet you.
3379,ham,Just finished. Missing you plenty
58,ham,Tell where you reached
76,ham,Thats cool. i am a gentleman and will treat you with dignity and respect.
796,spam,"Orange customer, you may now claim your FREE CAMERA PHONE upgrade for your loyalty. Call now on 0207 153 9996. Offer ends 14thMarch. T&C's apply. Opt-out availa"
4450,ham,"And that is the problem. You walk around in \julianaland\"" oblivious to what is going on around you. I say the same things constantly and they go in one ear and out the other while you go off doing whatever you want to do. It's not that you don't know why I'm upset--it's that you don't listen when i tell you WHAT is going to upset me. Then you want to be surprised when I'm mad."""
